alpha,beta,energy-per-particle[au],time[s],variance
0.5,0.5,0.1306696131689124,12.838,0.002446455706404546
0.4997059260440388,0.49825068263587197,0.15576224091248855,12.605,0.00892631540404272
0.5015682673841131,0.4946246955991939,0.1239815645037805,13.351,0.0024168010177454263
0.5032398096509667,0.49332767686814877,0.11982066548129594,11.916,0.0006508868592054462
0.5038539223806648,0.4930438550100067,0.16099304270133907,11.551,0.10855133744255863
0.5013732764604172,0.4829868842911764,0.14475524821188454,11.267,0.057545161702722475
0.49923405900909884,0.4766943611054616,0.1577385692230181,11.483,0.10310402379222428
0.49038750703943806,0.4638202656193101,0.14528974767648006,11.401,0.012813123005259969
0.4953887978625451,0.459206116269131,0.13498426282796203,11.521,0.010844423343070286
0.49259635185884737,0.45392526059319277,0.14376744909075756,12.057,0.022064624373523564
0.4877327833082781,0.44487723500297127,0.1533083767782744,12.111,0.03343269629905413
0.48531645770206844,0.43634876496114716,0.17151651531322454,12.305,0.01668052210250831
0.4838562726458525,0.4312573141570598,0.1521830079965658,12.356,0.08609764221788374
0.4803943856740065,0.42293448662566113,0.11606231190249292,12.189,0.0006075026988612009
0.4798119978697763,0.4221168494158787,0.13340479154397744,12.161,0.018862168277837876
0.47573918127205056,0.4126330038582987,0.17798860376638143,12.077,0.01762540875164348
0.4809757604594165,0.40500927287158883,0.15811587277182093,12.192,0.008780608501108136
0.48083012979346296,0.3974884507195668,0.16998506747358164,12.085,0.028626017747164167
0.47593630634584666,0.3862549142685238,0.20339624874879028,12.383,0.09553766090692656
0.4675234748834181,0.36308060846695356,0.14658341734759808,12.017,0.005009431376054918
0.4722879168731425,0.3606761896799555,0.16196635423581882,12.092,0.0020608959850416803
0.4782912441200066,0.36132699551236536,0.11235779009753744,12.626,0.0004293612062091362
0.47812986607790803,0.3605321382130022,0.13054506176474018,12.193,0.008539494987166343
0.4757523568989458,0.35388650994825127,0.13681090828452758,12.309,0.0012865088385736329
0.4804160227054485,0.3551925139342634,0.11855231881882855,12.272,0.00032640388819665106
0.4810426576317645,0.35503309785106624,0.1262486953122277,12.101,0.0010454233086890918
0.4849553705190083,0.3561587041044027,0.14463695896061526,12.122,0.008979196577914655
0.48504077450928534,0.3492183539806318,0.12862399001615935,11.828,0.0008734972798160878
0.4856782599624146,0.3484731958443287,0.16431546372337913,12.55,0.016295797206773252
0.4821683079912939,0.33880520377290957,0.15354718874008605,12.326,0.02738980058387651
0.4817030261246158,0.3234616222097143,0.14673323846619304,12.116,0.007236840581829912
0.4790087901343306,0.3147308185985875,0.17371317539107964,12.064,0.010927124493230328
0.47821607655634274,0.3046429031309535,0.13732932729371192,12.352,0.007961362306486836
0.47893398338791515,0.2935279496190999,0.1495054517136934,12.223,0.005416323574867016
0.4809335691327856,0.28507300672616837,0.12824878499062298,12.289,0.006783672698770088
0.4862535041625891,0.27728103254032066,0.1369417574311706,12.135,0.0026564984128017166
0.48667746006562956,0.2723436744173098,0.12418060078023124,12.063,0.0007853556198854292
